emp_no,first_name,last_name,birth_date,title,dept_name
293851,Golgen,Callaway,1953-03-10,Assistant Engineer,Production
293874,Flemming,Engberts,1953-06-13,Senior Engineer,Production
293890,Kazuhiro,Klerer,1954-06-21,Senior Staff,Marketing
293893,Bernt,Kropf,1952-04-22,Senior Engineer,Development
293895,Satyanarayana,Chenney,1954-05-16,Senior Staff,Research
293905,Berni,Mateescu,1953-02-14,Senior Engineer,Production
293907,Pintsang,Doering,1954-11-13,Senior Engineer,Quality Management
293913,Maren,Schwartzbauer,1954-12-01,Senior Engineer,Development
293914,Jungsoon,Garrabrants,1953-12-30,Senior Staff,Sales
293934,Kerryn,Heusch,1953-07-31,Senior Staff,Sales
293939,Parke,Lanzelotte,1954-09-03,Staff,Development
293939,Parke,Lanzelotte,1954-09-03,Staff,Research
293946,Nadjib,Merro,1953-02-08,Senior Staff,Sales
293965,Jamaludin,Majewski,1953-12-23,Senior Staff,Sales
293979,Alselm,Uhrig,1953-03-29,Technique Leader,Quality Management
293986,Alselm,Melter,1952-11-03,Senior Engineer,Quality Management
293988,Yunming,Sifakis,1954-04-07,Senior Engineer,Development
294001,Changho,Waleschkowski,1954-02-07,Technique Leader,Development
294001,Changho,Waleschkowski,1954-02-07,Technique Leader,Research
294011,Guiseppe,Solares,1952-05-14,Senior Staff,Sales
294018,Shietung,Pluym,1954-11-28,Senior Engineer,Production
294022,Xiahua,Vidal,1954-12-02,Senior Engineer,Production
294023,Katsuyuki,Hebert,1954-09-18,Senior Staff,Customer Service
294056,Basant,Hedayat,1953-05-22,Senior Engineer,Production
294069,Fei,Stellhorn,1952-06-17,Senior Engineer,Quality Management
294091,Roded,Siegrist,1954-07-11,Senior Engineer,Production
294091,Roded,Siegrist,1954-07-11,Senior Engineer,Development
294097,Kazunori,Cummings,1952-05-30,Senior Staff,Sales
294109,Cullen,Karnin,1953-07-04,Senior Staff,Finance
294125,Lene,Anick,1953-06-24,Senior Staff,Customer Service
294141,Goo,Pulkowski,1953-01-25,Senior Staff,Finance
294164,Subhada,Hennings,1953-10-24,Senior Staff,Sales
294178,Nectarios,Luga,1954-07-10,Senior Engineer,Development
294184,Utz,Tomescu,1953-06-15,Senior Engineer,Development
294195,Arvind,Simkin,1952-04-14,Senior Engineer,Production
294195,Arvind,Simkin,1952-04-14,Senior Engineer,Customer Service
294219,Frazer,Remmele,1953-06-16,Technique Leader,Production
294223,Pantung,Albarhamtoshy,1954-03-26,Senior Staff,Finance
294223,Pantung,Albarhamtoshy,1954-03-26,Senior Staff,Human Resources
294243,Marie,Llado,1954-02-05,Staff,Development
294243,Marie,Llado,1954-02-05,Staff,Research
294244,Emran,Heusch,1954-04-01,Senior Staff,Human Resources
294251,Jordanka,Schnabel,1953-11-11,Senior Engineer,Quality Management
294282,Hatem,Trelles,1954-03-09,Senior Engineer,Development
294283,Gita,Yurov,1952-05-10,Senior Staff,Sales
294283,Gita,Yurov,1952-05-10,Senior Staff,Customer Service
294295,Jolita,Kilgore,1953-05-25,Senior Staff,Research
294306,Weijing,Sluis,1952-04-27,Senior Staff,Customer Service
294326,Dmitri,Kermarrec,1953-11-18,Senior Staff,Sales
294332,Adit,Ranft,1954-01-12,Senior Staff,Finance
294332,Adit,Ranft,1954-01-12,Senior Staff,Sales
294334,Kokou,Granlund,1952-05-16,Senior Engineer,Production
294340,Radhika,Veldwijk,1954-08-12,Assistant Engineer,Quality Management
294362,Pranjal,Rassart,1952-12-29,Senior Engineer,Development
294398,Kazuhiko,Ruemmler,1954-04-25,Senior Staff,Sales
294411,Alper,Erni,1953-10-03,Senior Staff,Research
294414,Petter,Vakili,1953-07-30,Senior Engineer,Production
294439,Ulises,Serot,1953-11-20,Staff,Customer Service
294448,Toshimo,Kropatsch,1953-11-26,Senior Staff,Customer Service
294450,Marko,Murtafg,1954-03-22,Senior Engineer,Development
294463,Hidekazu,Openshaw,1954-04-15,Technique Leader,Production
294502,Reinhard,Suppi,1954-10-16,Senior Staff,Marketing
294514,Kwangyoen,Scharstein,1952-12-10,Staff,Development
294514,Kwangyoen,Scharstein,1952-12-10,Staff,Research
294518,Berna,Rathonyi,1953-06-17,Senior Engineer,Quality Management
294546,Billur,Magliocco,1953-04-20,Senior Engineer,Development
294548,Rosita,Eiron,1953-06-12,Staff,Marketing
294563,Jeane,Fioravanti,1953-11-26,Staff,Marketing
294583,Tianruo,Strandh,1954-11-27,Senior Staff,Finance
294590,Haldon,Validov,1954-11-21,Assistant Engineer,Production
294597,DAIDA,Tomescu,1954-09-02,Senior Engineer,Development
294597,DAIDA,Tomescu,1954-09-02,Senior Engineer,Research
294606,Zhilian,Perko,1954-05-19,Staff,Sales
294606,Zhilian,Perko,1954-05-19,Staff,Customer Service
294611,Sanjai,Milicia,1953-07-24,Technique Leader,Quality Management
294612,Pintsang,Gruenwald,1953-10-12,Senior Staff,Customer Service
294655,Ravishankar,Kakkar,1953-01-17,Engineer,Development
294681,Maria,Fujisaki,1952-02-02,Engineer,Development
294692,Marie,Lakshmanan,1954-05-17,Staff,Marketing
294692,Marie,Lakshmanan,1954-05-17,Staff,Sales
294697,Sarita,Eppinger,1952-03-06,Senior Engineer,Quality Management
294717,Kwan,Luon,1954-10-20,Senior Engineer,Production
294719,Kwok,Aloisi,1953-02-19,Senior Engineer,Development
294728,Sivanarayana,Erdmenger,1954-01-29,Senior Engineer,Production
294733,Satyanarayana,Fabrizio,1952-08-12,Senior Engineer,Development
294739,Oguz,Lipner,1952-03-02,Senior Staff,Human Resources
294742,Neelam,Brender,1954-09-30,Senior Staff,Sales
294749,Youpyo,Oehlmann,1953-02-24,Senior Staff,Customer Service
294757,Weiru,Millington,1953-12-16,Senior Engineer,Production
294757,Weiru,Millington,1953-12-16,Senior Engineer,Development
294779,Mountaz,Valiente,1953-04-24,Senior Staff,Sales
294782,Edwin,Reeker,1952-11-24,Senior Engineer,Production
294784,Pranjal,Wegerle,1954-11-05,Engineer,Development
294789,Subhada,Yoshizawa,1952-11-07,Engineer,Production
294805,Vishu,Flexer,1954-08-02,Senior Staff,Sales
294808,Luigi,Perelgut,1952-06-19,Staff,Finance
294813,Giap,Khalid,1952-05-13,Senior Engineer,Production
294824,Pragnesh,Radivojevic,1954-09-02,Engineer,Production
294834,Urs,Snedden,1954-04-01,Senior Staff,Research
294837,Jinya,Mayerwieser,1954-12-16,Senior Staff,Customer Service
294846,Trygve,Fontet,1954-09-16,Senior Engineer,Quality Management
294850,Toshimo,Peot,1952-10-16,Senior Staff,Sales
294865,Adhemar,Dalphin,1954-12-29,Senior Staff,Marketing
294869,Byong,Schiper,1953-07-20,Senior Engineer,Development
294870,Domenico,Nergos,1954-02-22,Senior Engineer,Production
294878,Harjit,Dulin,1952-06-25,Senior Engineer,Production
294881,Richard,Bugrara,1954-04-02,Technique Leader,Production
294883,Paraskevi,Fabrizio,1952-03-03,Engineer,Production
294884,Bowen,Baaz,1953-12-14,Engineer,Development
294923,Zhigen,Salvesen,1952-11-23,Staff,Customer Service
294930,Remmert,Baik,1954-12-15,Senior Staff,Sales
294932,Aram,Perly,1952-09-29,Senior Staff,Sales
294937,Gennadi,Raczkowsky,1952-03-27,Senior Staff,Marketing
294939,Djelloul,Holburn,1954-07-28,Senior Staff,Finance
294947,Bernd,Back,1952-07-02,Senior Engineer,Production
294949,Szabolcs,Danecki,1952-03-12,Staff,Marketing
294962,Sushant,Avouris,1953-08-11,Senior Engineer,Development
294962,Sushant,Avouris,1953-08-11,Senior Engineer,Research
294966,Mrinalini,Esposito,1953-07-17,Senior Staff,Sales
294978,Adas,Pagter,1953-12-05,Senior Engineer,Development
294995,Sumali,Iacovou,1954-04-18,Senior Engineer,Development
295003,Arif,Picci,1953-08-30,Senior Engineer,Production
295027,Zeljko,Karner,1952-06-19,Staff,Marketing
295027,Zeljko,Karner,1952-06-19,Staff,Sales
295052,Florina,Decleir,1954-08-08,Senior Engineer,Quality Management
295062,Naraig,Asser,1953-04-03,Senior Staff,Marketing
295063,Fumino,Dulay,1952-09-09,Senior Engineer,Production
295065,Otilia,Luon,1954-07-04,Senior Staff,Production
295065,Otilia,Luon,1954-07-04,Senior Staff,Research
295079,Tamiya,Wroclawski,1952-10-17,Senior Staff,Finance
295085,Mana,Picht,1952-05-24,Senior Engineer,Development
295085,Mana,Picht,1952-05-24,Senior Engineer,Research
295089,Gina,Shimshoni,1954-09-29,Senior Staff,Sales
295118,Navin,Redmiles,1954-07-08,Senior Staff,Sales
295126,Sergi,Lalonde,1952-05-27,Senior Engineer,Quality Management
295151,Harngdar,Chelton,1954-11-27,Senior Engineer,Production
295173,Troy,Kavanagh,1953-02-14,Technique Leader,Production
295180,Mahmut,Benveniste,1953-04-18,Senior Staff,Customer Service
295181,Niclas,Skogmar,1953-12-27,Senior Staff,Sales
295217,Ashish,Bierman,1954-01-13,Engineer,Development
295221,Tomokazu,Hofting,1952-05-05,Senior Staff,Sales
295232,Ung,Vidal,1953-07-31,Senior Engineer,Production
295241,Makato,Bellone,1952-08-22,Technique Leader,Production
295241,Makato,Bellone,1952-08-22,Technique Leader,Development
295249,Aemilian,Stentiford,1954-08-04,Senior Staff,Customer Service
295263,Utz,McFarlan,1953-09-10,Senior Staff,Marketing
295343,Dipayan,Iisaka,1952-12-16,Senior Engineer,Quality Management
295351,Niranjan,Barinka,1952-09-18,Senior Staff,Sales
295354,Nikolaos,Brodie,1952-12-24,Senior Engineer,Production
295364,Shaowei,Parascandalo,1954-09-22,Senior Staff,Sales
295369,Amabile,Giaccio,1952-09-17,Senior Staff,Human Resources
295377,Thodoros,Reinhart,1953-03-11,Technique Leader,Production
295397,Toshimitsu,Bernick,1953-10-29,Senior Engineer,Production
295397,Toshimitsu,Bernick,1953-10-29,Senior Engineer,Quality Management
295419,Nahum,Petersohn,1954-02-18,Senior Engineer,Production
295426,Kerryn,Imataki,1952-02-09,Senior Engineer,Development
295439,Makato,Fadgyas,1952-11-18,Senior Staff,Sales
295447,Chanjung,Vakili,1953-10-11,Senior Engineer,Development
295449,Becky,Pettis,1952-09-19,Senior Staff,Human Resources
295460,Ebbe,Conia,1952-09-03,Senior Engineer,Quality Management
295462,Susanna,Penttonen,1954-03-23,Engineer,Development
295462,Susanna,Penttonen,1954-03-23,Engineer,Quality Management
295464,Marc,Falck,1953-08-01,Senior Staff,Sales
295475,Shaunak,Sudkamp,1953-07-22,Senior Staff,Marketing
295481,Subbu,Tanemo,1953-08-24,Senior Staff,Marketing
295503,Tayeb,Lund,1954-08-22,Staff,Sales
295506,Aloys,Blokdijk,1954-03-31,Senior Staff,Sales
295515,Geoffrey,Antonakopoulos,1953-12-08,Senior Staff,Customer Service
295543,Navin,Nannarelli,1954-01-12,Senior Engineer,Development
295547,Leif,Manders,1954-01-14,Senior Engineer,Production
295561,Guiseppe,Wrigley,1954-02-26,Senior Engineer,Production
295562,Shih,Heping,1953-04-04,Senior Engineer,Development
295573,Macha,Ramsay,1952-12-15,Technique Leader,Development
295582,Youngkon,Kusalik,1954-05-09,Senior Engineer,Production
295597,Akeel,Matzov,1953-08-10,Senior Engineer,Quality Management
295606,Ferdinand,Basawa,1953-05-08,Senior Staff,Research
295615,Mang,Khamsi,1953-12-21,Senior Engineer,Production
295626,Gou,Krohm,1953-03-21,Senior Engineer,Development
295627,Richard,Borovoy,1952-05-12,Senior Engineer,Production
295653,Fei,Encarnacion,1954-10-13,Senior Engineer,Development
295665,Fabrizio,Socorro,1953-05-21,Senior Staff,Sales
295670,Kagan,Heuser,1952-06-19,Senior Staff,Research
295692,Fumitaka,Birnbaum,1953-10-18,Senior Staff,Marketing
295698,Soenke,Keustermans,1954-07-26,Senior Engineer,Production
295735,Xuejun,Simmel,1952-05-21,Senior Engineer,Production
295747,Subhash,Zirintsis,1952-12-13,Senior Engineer,Development
295774,Kshitij,Apsitis,1954-12-01,Senior Engineer,Quality Management
295787,Leucio,Zaumen,1954-11-10,Senior Engineer,Development
295787,Leucio,Zaumen,1954-11-10,Senior Engineer,Research
295795,Tomofumi,Budinsky,1954-10-27,Senior Staff,Marketing
295795,Tomofumi,Budinsky,1954-10-27,Senior Staff,Sales
295796,Ewing,Trachtenberg,1954-03-26,Senior Staff,Sales
295799,Fai,Waeselynck,1954-08-09,Senior Staff,Finance
295800,Jingling,Weisert,1952-07-14,Senior Staff,Sales
295811,Mokhtar,Ghandeharizadeh,1954-04-24,Senior Staff,Research
295821,Bernice,Brobst,1954-10-22,Senior Staff,Marketing
295838,Bartek,Ritcey,1954-08-13,Senior Staff,Sales
295842,Billie,Bratsberg,1952-11-21,Senior Engineer,Development
295853,Doohun,Rahimi,1952-08-02,Senior Staff,Sales
295874,Gina,Pocchiola,1952-11-27,Senior Staff,Marketing
295881,Jaihie,Standera,1954-11-12,Staff,Marketing
295940,Chinhyun,Shackell,1954-10-01,Engineer,Development
295943,Jackson,Merkl,1953-10-12,Senior Staff,Marketing
295958,Ronghao,Mitsuhashi,1953-03-15,Senior Engineer,Production
295997,Kensei,Msuda,1953-02-16,Senior Engineer,Development
296016,Ayakannu,Munoz,1953-01-23,Senior Staff,Sales
296048,Ymte,Rodham,1953-04-14,Engineer,Quality Management
296061,Berto,Tibblin,1954-09-03,Staff,Finance
296061,Berto,Tibblin,1954-09-03,Staff,Human Resources
296063,Mandell,Claffy,1954-03-10,Senior Engineer,Quality Management
296078,DeForest,Birta,1953-11-13,Senior Engineer,Development
296087,Eran,Kemmerer,1953-11-28,Technique Leader,Development
296102,Howell,Christ,1952-10-03,Senior Engineer,Development
296116,Gererd,Bernini,1954-03-05,Senior Staff,Human Resources
296120,Richara,Slaats,1953-01-03,Senior Staff,Marketing
296120,Richara,Slaats,1953-01-03,Senior Staff,Human Resources
296159,Shaunak,Passafiume,1952-07-21,Senior Engineer,Development
296159,Shaunak,Passafiume,1952-07-21,Senior Engineer,Research
296167,Weijing,Denis,1953-03-03,Senior Staff,Marketing
296171,Pradeep,Munke,1954-02-02,Senior Staff,Human Resources
296182,Snehasis,Anandan,1952-10-21,Engineer,Development
296186,Arunas,Fandrianto,1954-04-16,Senior Engineer,Development
296195,Sahrah,Luby,1954-09-02,Senior Staff,Finance
296236,Susumu,Veevers,1954-03-14,Senior Engineer,Development
296267,Shawna,Seghrouchni,1952-05-20,Engineer,Production
296275,Shem,DuCasse,1954-07-10,Senior Staff,Research
296279,Valeri,Kossowski,1954-03-29,Senior Engineer,Quality Management
296288,Muzhong,Vecchi,1954-08-05,Senior Staff,Sales
296330,Mari,Giaccio,1953-11-13,Senior Staff,Human Resources
296354,Lorien,Cappelletti,1953-09-30,Engineer,Development
296361,Yonghoan,Broomell,1952-09-21,Senior Engineer,Development
296371,Randy,Strehl,1953-09-17,Senior Staff,Research
296373,Jungsoon,Leslie,1954-07-14,Senior Staff,Human Resources
296381,Henk,Matteis,1954-07-22,Senior Engineer,Development
296388,Gregory,Slaats,1952-07-08,Senior Engineer,Production
296389,Deborah,Kornyak,1953-01-28,Senior Staff,Finance
296393,Kyoichi,Remmele,1954-04-17,Senior Engineer,Production
296408,Ottavia,Erni,1952-04-23,Senior Engineer,Production
296410,Sanjeeva,Solares,1954-08-11,Staff,Customer Service
296432,Atreyi,Brendel,1954-05-22,Staff,Sales
296436,Shigeo,Butner,1952-08-03,Senior Staff,Marketing
296470,Kannan,Nitta,1952-02-08,Senior Engineer,Quality Management
296471,Marlo,Scallan,1953-11-15,Senior Engineer,Development
296475,Terresa,Kleiser,1952-02-06,Engineer,Production
296514,Zito,Underwood,1954-03-10,Senior Staff,Sales
296524,Nimmagadda,Msuda,1953-04-26,Senior Engineer,Production
296539,Oscal,Hettesheimer,1952-04-08,Senior Staff,Research
296543,Alagu,Peek,1954-02-05,Staff,Finance
296549,Pascal,Caine,1954-10-03,Technique Leader,Development
296554,Genta,Atrawala,1952-09-24,Senior Staff,Research
296555,Tuval,Chiodo,1952-03-11,Senior Staff,Customer Service
296571,Shaleah,Ramras,1954-08-12,Senior Staff,Finance
296581,Karoline,Kakkad,1952-09-13,Senior Engineer,Development
296589,Tran,Gammage,1952-05-15,Engineer,Development
296599,Lalit,Beilner,1953-12-25,Senior Engineer,Development
296605,Karlis,Tischendorf,1953-07-05,Senior Staff,Marketing
296619,Frederique,Brickell,1952-06-29,Senior Engineer,Development
296625,Goa,Erdi,1954-07-07,Senior Staff,Sales
296653,Emran,McClure,1952-02-14,Senior Engineer,Development
296662,Kagan,Kavraki,1953-07-21,Senior Engineer,Development
296686,Odoardo,Felder,1954-02-23,Senior Engineer,Production
296693,Khedija,Lunn,1952-02-23,Senior Engineer,Development
296701,Hirochika,Osgood,1954-07-14,Senior Staff,Finance
296724,Sajjad,Osgood,1952-08-15,Senior Engineer,Development
296733,Kwan,Hofstetter,1954-10-05,Senior Engineer,Production
296735,Satyanarayana,Iacovou,1953-07-18,Senior Staff,Sales
296757,Mandell,Rabehasaina,1953-02-22,Senior Engineer,Production
296761,Toshimi,Chartres,1953-11-10,Senior Staff,Research
296763,Aran,Brookman,1952-04-07,Staff,Marketing
296763,Aran,Brookman,1952-04-07,Staff,Sales
296766,Tristan,Oxman,1953-12-26,Senior Engineer,Production
296786,Kauko,Ranai,1953-02-28,Senior Engineer,Production
296790,Shaleah,Oppitz,1954-06-25,Senior Engineer,Development
296790,Shaleah,Oppitz,1954-06-25,Senior Engineer,Research
296797,Pranav,Heijenga,1953-04-09,Senior Staff,Marketing
296799,Jianwen,Pollacia,1954-12-31,Senior Staff,Customer Service
296800,Remmert,Haraldson,1952-08-09,Staff,Marketing
296816,Aris,Macedo,1954-11-01,Engineer,Production
296819,Arvin,Massonet,1952-05-27,Senior Staff,Human Resources
296821,Charlene,Cooman,1952-12-19,Senior Staff,Sales
296825,Hongzue,Iivonen,1953-12-27,Senior Engineer,Development
296829,Jaroslava,Rothenberg,1952-10-11,Senior Staff,Research
296836,Xumin,Michaeli,1953-10-29,Senior Staff,Customer Service
296845,Christfried,Melter,1952-11-15,Engineer,Production
296848,Jianhua,Kermarrec,1954-11-10,Senior Staff,Sales
296857,Toshimo,Reghbati,1953-01-26,Senior Staff,Sales
296870,Sanjeeva,Bahl,1954-02-27,Senior Engineer,Production
296877,Sangeeta,Ventosa,1952-03-31,Staff,Finance
296882,Vugranam,Armand,1952-04-29,Senior Engineer,Development
296884,Nevin,Krichel,1954-08-10,Senior Engineer,Development
296904,Martijn,Stenning,1952-08-02,Senior Staff,Customer Service
296906,Fumiyo,Gips,1954-04-22,Senior Staff,Finance
296906,Fumiyo,Gips,1954-04-22,Senior Staff,Sales
296907,Valery,Wolniewicz,1954-05-15,Staff,Sales
296910,Sampalli,Conia,1952-08-16,Senior Staff,Finance
296924,Masanao,Ciolek,1953-07-30,Senior Engineer,Development
296931,Baruch,Angelopoulos,1952-07-30,Senior Engineer,Production
296939,Hugo,Chimia,1953-03-16,Senior Engineer,Production
296953,Sibyl,Dahlbom,1952-05-30,Senior Engineer,Production
296963,Kellie,Gopalakrishnan,1953-11-21,Senior Engineer,Quality Management
296967,Amabile,Gronowski,1952-09-23,Senior Engineer,Production
296980,Marlo,Kulisch,1954-02-20,Senior Engineer,Quality Management
297006,Weiru,Etalle,1952-07-27,Senior Staff,Research
297024,Lakshmi,Pews,1954-11-10,Senior Staff,Human Resources
297032,Satyanarayana,Panwar,1954-05-10,Senior Staff,Customer Service
297072,Mariangiola,Staudhammer,1954-02-07,Technique Leader,Quality Management
297100,Bangqing,Schaap,1954-09-07,Staff,Sales
297117,Horward,Gist,1952-07-10,Senior Staff,Sales
297118,Candida,Collette,1953-10-21,Senior Engineer,Production
297120,Oscal,Usdin,1953-10-15,Senior Engineer,Development
297125,Morrie,Rullman,1952-11-25,Senior Staff,Research
297135,Bezalel,Acton,1952-08-13,Senior Engineer,Production
297135,Bezalel,Acton,1952-08-13,Senior Engineer,Development
297138,Wanqing,Morrin,1954-02-14,Senior Staff,Customer Service
297140,Akeel,Zizka,1954-08-23,Engineer,Production
297150,Sreenivas,Puppe,1954-04-05,Senior Engineer,Development
297167,Dipayan,Ligten,1952-05-07,Senior Engineer,Development
297169,Vincent,Rousseau,1952-03-27,Senior Staff,Sales
297178,Chenyi,Vural,1953-10-28,Senior Engineer,Development
297181,Claude,Zhiwei,1954-06-15,Senior Engineer,Production
297181,Claude,Zhiwei,1954-06-15,Senior Engineer,Quality Management
297182,Zdislav,Lodder,1953-02-01,Senior Engineer,Development
297207,Yunming,Prochazka,1953-04-24,Senior Staff,Finance
297218,Teruyuki,Alameldin,1954-08-23,Senior Staff,Marketing
297219,Rajmohan,Itzfeldt,1952-10-26,Senior Staff,Sales
297229,Yahiko,Emmart,1954-11-10,Senior Engineer,Development
297254,Kazuhito,Ressouche,1953-09-14,Senior Engineer,Development
297270,Masoud,Zucker,1954-02-12,Staff,Sales
297273,Tokuyasu,Frolund,1954-08-01,Senior Staff,Marketing
297281,Hidekazu,Terekhov,1953-12-13,Senior Staff,Sales
297300,Gill,Lubachevsky,1953-09-16,Senior Engineer,Development
297304,Sukumar,Foote,1954-09-14,Staff,Finance
297304,Sukumar,Foote,1954-09-14,Staff,Human Resources
297307,Michaela,Trelles,1952-09-15,Senior Staff,Sales
297314,Tetsushi,Junet,1953-10-15,Senior Engineer,Development
297314,Tetsushi,Junet,1953-10-15,Senior Engineer,Research
297328,Irene,Serov,1954-03-09,Engineer,Development
297351,Magy,Barreiro,1953-11-06,Senior Staff,Finance
297353,Vesna,Ramalingam,1954-04-12,Senior Staff,Customer Service
297381,Gio,Muhling,1952-04-18,Senior Staff,Sales
297406,Shaowei,Pleszkun,1954-03-10,Senior Engineer,Development
297410,Danel,Setlzner,1952-09-11,Senior Staff,Marketing
297423,Nirmal,Luca,1952-04-12,Senior Engineer,Quality Management
297435,Anyuan,Rouquie,1954-10-27,Technique Leader,Production
297435,Anyuan,Rouquie,1954-10-27,Technique Leader,Quality Management
297438,Kiyotoshi,Besselaar,1954-08-27,Senior Staff,Customer Service
297455,Candido,Boudaillier,1952-06-26,Engineer,Development
297469,Zito,Weedon,1952-12-14,Senior Engineer,Development
297486,Qingxiang,Ducloy,1954-10-09,Senior Staff,Human Resources
297510,Gift,Restivo,1954-06-21,Senior Staff,Sales
297515,Florina,Erni,1953-07-03,Senior Engineer,Development
297536,Gao,Debuse,1953-06-04,Senior Staff,Marketing
297542,Vatsa,Rodite,1953-03-25,Senior Staff,Research
297552,Claudi,Buchter,1954-07-26,Senior Staff,Sales
297563,Mechthild,Hedayat,1952-02-04,Staff,Human Resources
297566,Demin,Marquardt,1952-12-05,Senior Engineer,Production
297592,Goncalo,Baezner,1952-03-05,Senior Staff,Sales
297616,Eldridge,Stafford,1953-11-09,Senior Staff,Human Resources
297621,Mohammed,Bugaenko,1954-03-13,Senior Engineer,Quality Management
297653,Basem,Thombley,1953-06-10,Technique Leader,Development
297667,Shirish,Mondadori,1952-02-22,Senior Engineer,Production
297671,Yoshimitsu,Highland,1952-05-24,Staff,Sales
297693,Collette,Fujisaki,1954-11-03,Senior Engineer,Production
297694,Armond,Simmel,1953-05-29,Senior Engineer,Development
297706,Hatsukazu,Parfitt,1952-08-05,Senior Staff,Marketing
297717,Nahid,Karnin,1954-07-18,Senior Staff,Sales
297730,Alassane,Zallocco,1953-12-22,Senior Engineer,Production
297730,Alassane,Zallocco,1953-12-22,Senior Engineer,Quality Management
297740,Dhritiman,Masamoto,1954-08-19,Senior Staff,Sales
297741,Claudi,Tetzlaff,1953-05-14,Senior Engineer,Production
297776,Utpal,Ananiadou,1954-06-21,Senior Staff,Finance
297776,Utpal,Ananiadou,1954-06-21,Senior Staff,Human Resources
297778,Gaurav,Riefers,1952-10-07,Senior Staff,Sales
297795,Aksel,Baez,1952-05-30,Senior Staff,Sales
297798,Hideo,Collavizza,1952-07-06,Senior Engineer,Development
297809,Theirry,Hatcliff,1954-03-09,Senior Staff,Marketing
297860,Herb,Kakkad,1953-05-13,Staff,Research
297872,Subhada,Murtha,1952-12-25,Senior Staff,Customer Service
297887,Taegyun,Itzigehl,1953-11-29,Staff,Research
297888,Chaosheng,Bennis,1954-02-06,Senior Engineer,Development
297895,Fen,Hebden,1953-11-11,Senior Staff,Sales
297900,Fuqing,Bala,1953-08-20,Staff,Finance
297907,Weiyi,Srimani,1953-03-18,Senior Engineer,Production
297908,Hinrich,Peha,1952-06-10,Staff,Sales
297914,Mark,Brandsma,1952-11-26,Senior Engineer,Production
297916,Jacopo,Atchley,1952-04-08,Staff,Research
297948,Kristinn,Adachi,1952-05-17,Senior Engineer,Production
297956,Ewing,Sichman,1954-05-11,Senior Staff,Marketing
297966,Matt,Stranks,1954-02-16,Senior Staff,Finance
297971,Tran,Peac,1952-04-13,Senior Staff,Human Resources
297987,Abdulla,Taubenfeld,1954-05-08,Senior Engineer,Development
298020,Yuguang,Oxman,1954-08-29,Senior Staff,Customer Service
298021,Rosella,Raoux,1954-12-23,Engineer,Production
298036,Ung,Trachtenberg,1953-07-11,Technique Leader,Development
298090,Otilia,Pelc,1952-08-03,Staff,Sales
298093,Masanao,Birke,1954-03-23,Senior Staff,Sales
298109,Yahiko,Halloran,1954-06-26,Senior Staff,Customer Service
298116,Gaetan,Zhang,1954-02-11,Senior Staff,Customer Service
298145,Lubomir,Fadgyas,1954-02-26,Senior Staff,Sales
298147,Kerryn,Constantine,1953-12-25,Senior Staff,Marketing
298150,Sachio,Alblas,1952-12-30,Senior Staff,Finance
298164,Satyanarayana,Iivonen,1954-04-20,Senior Engineer,Production
298176,Yongmin,Siepmann,1954-04-04,Senior Engineer,Production
298176,Yongmin,Siepmann,1954-04-04,Senior Engineer,Customer Service
298205,Chrisa,Shackell,1953-04-30,Staff,Customer Service
298208,Roddy,Lipner,1952-02-23,Senior Staff,Sales
298214,Qiwen,Munch,1952-03-04,Senior Staff,Finance
298222,Lijia,Cunliffe,1953-03-26,Senior Staff,Customer Service
298232,Huai,Keohane,1952-11-26,Senior Engineer,Development
298232,Huai,Keohane,1952-11-26,Senior Engineer,Research
298247,Shan,Comyn,1954-03-27,Senior Staff,Sales
298254,Sajjad,Paludetto,1954-07-06,Senior Staff,Finance
298276,Zito,Sgarro,1953-04-27,Senior Engineer,Development
298277,Mary,Uludag,1953-08-01,Staff,Sales
298277,Mary,Uludag,1953-08-01,Staff,Customer Service
298293,Weijing,Avouris,1953-10-23,Senior Engineer,Production
298304,Khalid,Bahk,1952-08-28,Staff,Finance
298304,Khalid,Bahk,1952-08-28,Staff,Human Resources
298308,Martijn,Lamparter,1952-11-26,Senior Engineer,Development
298311,Aleksander,Baar,1952-02-15,Senior Engineer,Production
298333,Huican,Basart,1953-05-07,Senior Staff,Sales
298372,Gad,Laurillard,1953-12-02,Senior Engineer,Production
298384,Fatemeh,Jiang,1954-07-04,Senior Staff,Research
298402,Herb,Ghemri,1953-01-30,Senior Engineer,Production
298408,Fusako,Pardalos,1954-08-22,Senior Engineer,Development
298426,Shirish,Dahlbom,1953-05-19,Senior Staff,Customer Service
298453,Takahiro,Encarnacion,1954-03-18,Senior Staff,Customer Service
298468,Tsutomu,Jonsson,1953-12-06,Senior Engineer,Production
298480,Kristinn,Perez,1952-11-17,Engineer,Development
298482,Claude,Radivojevic,1954-05-05,Engineer,Production
298486,Volkmar,Katalagarianos,1952-10-09,Senior Engineer,Development
298491,Huiqun,Giaccio,1953-02-07,Senior Engineer,Development
298494,Kristen,Gist,1954-11-18,Senior Engineer,Production
298547,Toshimitsu,Underwood,1954-01-11,Senior Engineer,Quality Management
298556,Zhenbing,Marletta,1952-03-26,Staff,Marketing
298592,Jiann,Bakhtari,1952-03-07,Engineer,Development
298601,Gro,Demir,1953-02-20,Senior Staff,Human Resources
298617,Ziyad,Prochazka,1953-11-13,Staff,Customer Service
298628,Manu,Ariola,1952-03-02,Senior Staff,Customer Service
